,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,RK9E001,NAME_M,RK9M001
156,G0500910,2005-2009,,,Arkansas,5,Miller County,91,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Arkansas",42971,"Miller County, Arkansas",0
157,G0500930,2005-2009,,,Arkansas,5,Mississippi County,93,,,,,,,,,,,,,,,,,,,,,,,,,,"Mississippi County, Arkansas",46778,"Mississippi County, Arkansas",0
158,G0500950,2005-2009,,,Arkansas,5,Monroe County,95,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Arkansas",8606,"Monroe County, Arkansas",0
159,G0500970,2005-2009,,,Arkansas,5,Montgomery County,97,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Arkansas",9064,"Montgomery County, Arkansas",0
160,G0500990,2005-2009,,,Arkansas,5,Nevada County,99,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, Arkansas",9324,"Nevada County, Arkansas",0
161,G0501010,2005-2009,,,Arkansas,5,Newton County,101,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Arkansas",8311,"Newton County, Arkansas",0
162,G0501030,2005-2009,,,Arkansas,5,Ouachita County,103,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouachita County, Arkansas",26016,"Ouachita County, Arkansas",0
163,G0501050,2005-2009,,,Arkansas,5,Perry County,105,,,,,,,,,,,,,,,,,,,,,,,,,,"Perry County, Arkansas",10294,"Perry County, Arkansas",0
164,G0501070,2005-2009,,,Arkansas,5,Phillips County,107,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Arkansas",22002,"Phillips County, Arkansas",0
165,G0501090,2005-2009,,,Arkansas,5,Pike County,109,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Arkansas",10763,"Pike County, Arkansas",0
166,G0501110,2005-2009,,,Arkansas,5,Poinsett County,111,,,,,,,,,,,,,,,,,,,,,,,,,,"Poinsett County, Arkansas",24865,"Poinsett County, Arkansas",0
167,G0501130,2005-2009,,,Arkansas,5,Polk County,113,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Arkansas",20140,"Polk County, Arkansas",0
168,G0501150,2005-2009,,,Arkansas,5,Pope County,115,,,,,,,,,,,,,,,,,,,,,,,,,,"Pope County, Arkansas",58963,"Pope County, Arkansas",0
169,G0501170,2005-2009,,,Arkansas,5,Prairie County,117,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Arkansas",8776,"Prairie County, Arkansas",0
170,G0501190,2005-2009,,,Arkansas,5,Pulaski County,119,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Arkansas",375518,"Pulaski County, Arkansas",0
171,G0501210,2005-2009,,,Arkansas,5,Randolph County,121,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Arkansas",18058,"Randolph County, Arkansas",0
172,G0501230,2005-2009,,,Arkansas,5,St. Francis County,123,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Francis County, Arkansas",26769,"St. Francis County, Arkansas",0
173,G0501250,2005-2009,,,Arkansas,5,Saline County,125,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Arkansas",95000,"Saline County, Arkansas",0
174,G0501270,2005-2009,,,Arkansas,5,Scott County,127,,,,,,,,,,,,,,,,,,,,,,,,,,"Scott County, Arkansas",11170,"Scott County, Arkansas",0
175,G0501290,2005-2009,,,Arkansas,5,Searcy County,129,,,,,,,,,,,,,,,,,,,,,,,,,,"Searcy County, Arkansas",8002,"Searcy County, Arkansas",0
176,G0501310,2005-2009,,,Arkansas,5,Sebastian County,131,,,,,,,,,,,,,,,,,,,,,,,,,,"Sebastian County, Arkansas",121325,"Sebastian County, Arkansas",0
177,G0501330,2005-2009,,,Arkansas,5,Sevier County,133,,,,,,,,,,,,,,,,,,,,,,,,,,"Sevier County, Arkansas",16516,"Sevier County, Arkansas",0
178,G0501350,2005-2009,,,Arkansas,5,Sharp County,135,,,,,,,,,,,,,,,,,,,,,,,,,,"Sharp County, Arkansas",17689,"Sharp County, Arkansas",0
179,G0501370,2005-2009,,,Arkansas,5,Stone County,137,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone County, Arkansas",11920,"Stone County, Arkansas",0
180,G0501390,2005-2009,,,Arkansas,5,Union County,139,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Arkansas",43157,"Union County, Arkansas",0
181,G0501410,2005-2009,,,Arkansas,5,Van Buren County,141,,,,,,,,,,,,,,,,,,,,,,,,,,"Van Buren County, Arkansas",16411,"Van Buren County, Arkansas",0
182,G0501430,2005-2009,,,Arkansas,5,Washington County,143,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Arkansas",193353,"Washington County, Arkansas",0
183,G0501450,2005-2009,,,Arkansas,5,White County,145,,,,,,,,,,,,,,,,,,,,,,,,,,"White County, Arkansas",73838,"White County, Arkansas",0
184,G0501470,2005-2009,,,Arkansas,5,Woodruff County,147,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodruff County, Arkansas",7677,"Woodruff County, Arkansas",0
185,G0501490,2005-2009,,,Arkansas,5,Yell County,149,,,,,,,,,,,,,,,,,,,,,,,,,,"Yell County, Arkansas",21912,"Yell County, Arkansas",0
186,G0600010,2005-2009,,,California,6,Alameda County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Alameda County, California",1457095,"Alameda County, California",0
187,G0600030,2005-2009,,,California,6,Alpine County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Alpine County, California",1153,"Alpine County, California",159
188,G0600050,2005-2009,,,California,6,Amador County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Amador County, California",38039,"Amador County, California",0
189,G0600070,2005-2009,,,California,6,Butte County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Butte County, California",217917,"Butte County, California",0
190,G0600090,2005-2009,,,California,6,Calaveras County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Calaveras County, California",46548,"Calaveras County, California",0
191,G0600110,2005-2009,,,California,6,Colusa County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Colusa County, California",21001,"Colusa County, California",0
192,G0600130,2005-2009,,,California,6,Contra Costa County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Contra Costa County, California",1015571,"Contra Costa County, California",0
193,G0600150,2005-2009,,,California,6,Del Norte County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Del Norte County, California",28729,"Del Norte County, California",0
194,G0600170,2005-2009,,,California,6,El Dorado County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"El Dorado County, California",175941,"El Dorado County, California",0
195,G0600190,2005-2009,,,California,6,Fresno County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Fresno County, California",890750,"Fresno County, California",0
196,G0600210,2005-2009,,,California,6,Glenn County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Glenn County, California",27891,"Glenn County, California",0
197,G0600230,2005-2009,,,California,6,Humboldt County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Humboldt County, California",129003,"Humboldt County, California",0
198,G0600250,2005-2009,,,California,6,Imperial County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Imperial County, California",160034,"Imperial County, California",0
199,G0600270,2005-2009,,,California,6,Inyo County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Inyo County, California",17438,"Inyo County, California",0
200,G0600290,2005-2009,,,California,6,Kern County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Kern County, California",780953,"Kern County, California",0
201,G0600310,2005-2009,,,California,6,Kings County,31,,,,,,,,,,,,,,,,,,,,,,,,,,"Kings County, California",146696,"Kings County, California",0
202,G0600330,2005-2009,,,California,6,Lake County,33,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, California",64756,"Lake County, California",0
203,G0600350,2005-2009,,,California,6,Lassen County,35,,,,,,,,,,,,,,,,,,,,,,,,,,"Lassen County, California",34428,"Lassen County, California",0
204,G0600370,2005-2009,,,California,6,Los Angeles County,37,,,,,,,,,,,,,,,,,,,,,,,,,,"Los Angeles County, California",9785295,"Los Angeles County, California",0
205,G0600390,2005-2009,,,California,6,Madera County,39,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera County, California",144794,"Madera County, California",0
206,G0600410,2005-2009,,,California,6,Marin County,41,,,,,,,,,,,,,,,,,,,,,,,,,,"Marin County, California",246711,"Marin County, California",0
207,G0600430,2005-2009,,,California,6,Mariposa County,43,,,,,,,,,,,,,,,,,,,,,,,,,,"Mariposa County, California",17865,"Mariposa County, California",0
208,G0600450,2005-2009,,,California,6,Mendocino County,45,,,,,,,,,,,,,,,,,,,,,,,,,,"Mendocino County, California",86030,"Mendocino County, California",0
209,G0600470,2005-2009,,,California,6,Merced County,47,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced County, California",242235,"Merced County, California",0
210,G0600490,2005-2009,,,California,6,Modoc County,49,,,,,,,,,,,,,,,,,,,,,,,,,,"Modoc County, California",9162,"Modoc County, California",0
211,G0600510,2005-2009,,,California,6,Mono County,51,,,,,,,,,,,,,,,,,,,,,,,,,,"Mono County, California",12925,"Mono County, California",0
212,G0600530,2005-2009,,,California,6,Monterey County,53,,,,,,,,,,,,,,,,,,,,,,,,,,"Monterey County, California",404922,"Monterey County, California",0
213,G0600550,2005-2009,,,California,6,Napa County,55,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa County, California",132173,"Napa County, California",0
214,G0600570,2005-2009,,,California,6,Nevada County,57,,,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",97063,"Nevada County, California",0
215,G0600590,2005-2009,,,California,6,Orange County,59,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange County, California",2976831,"Orange County, California",0
216,G0600610,2005-2009,,,California,6,Placer County,61,,,,,,,,,,,,,,,,,,,,,,,,,,"Placer County, California",332059,"Placer County, California",0
217,G0600630,2005-2009,,,California,6,Plumas County,63,,,,,,,,,,,,,,,,,,,,,,,,,,"Plumas County, California",20550,"Plumas County, California",0
218,G0600650,2005-2009,,,California,6,Riverside County,65,,,,,,,,,,,,,,,,,,,,,,,,,,"Riverside County, California",2036304,"Riverside County, California",0
219,G0600670,2005-2009,,,California,6,Sacramento County,67,,,,,,,,,,,,,,,,,,,,,,,,,,"Sacramento County, California",1375605,"Sacramento County, California",0
220,G0600690,2005-2009,,,California,6,San Benito County,69,,,,,,,,,,,,,,,,,,,,,,,,,,"San Benito County, California",54752,"San Benito County, California",0
221,G0600710,2005-2009,,,California,6,San Bernardino County,71,,,,,,,,,,,,,,,,,,,,,,,,,,"San Bernardino County, California",1986635,"San Bernardino County, California",0
222,G0600730,2005-2009,,,California,6,San Diego County,73,,,,,,,,,,,,,,,,,,,,,,,,,,"San Diego County, California",2987543,"San Diego County, California",0
223,G0600750,2005-2009,,,California,6,San Francisco County,75,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",797271,"San Francisco County, California",0
224,G0600770,2005-2009,,,California,6,San Joaquin County,77,,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin County, California",664641,"San Joaquin County, California",0
225,G0600790,2005-2009,,,California,6,San Luis Obispo County,79,,,,,,,,,,,,,,,,,,,,,,,,,,"San Luis Obispo County, California",262149,"San Luis Obispo County, California",0
226,G0600810,2005-2009,,,California,6,San Mateo County,81,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo County, California",701886,"San Mateo County, California",0
227,G0600830,2005-2009,,,California,6,Santa Barbara County,83,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara County, California",402025,"Santa Barbara County, California",0
228,G0600850,2005-2009,,,California,6,Santa Clara County,85,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara County, California",1729378,"Santa Clara County, California",0
229,G0600870,2005-2009,,,California,6,Santa Cruz County,87,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz County, California",251398,"Santa Cruz County, California",0
230,G0600890,2005-2009,,,California,6,Shasta County,89,,,,,,,,,,,,,,,,,,,,,,,,,,"Shasta County, California",179387,"Shasta County, California",0
231,G0600910,2005-2009,,,California,6,Sierra County,91,,,,,,,,,,,,,,,,,,,,,,,,,,"Sierra County, California",3240,"Sierra County, California",159
232,G0600930,2005-2009,,,California,6,Siskiyou County,93,,,,,,,,,,,,,,,,,,,,,,,,,,"Siskiyou County, California",44404,"Siskiyou County, California",0
233,G0600950,2005-2009,,,California,6,Solano County,95,,,,,,,,,,,,,,,,,,,,,,,,,,"Solano County, California",406461,"Solano County, California",0
234,G0600970,2005-2009,,,California,6,Sonoma County,97,,,,,,,,,,,,,,,,,,,,,,,,,,"Sonoma County, California",464218,"Sonoma County, California",0
235,G0600990,2005-2009,,,California,6,Stanislaus County,99,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanislaus County, California",505165,"Stanislaus County, California",0
236,G0601010,2005-2009,,,California,6,Sutter County,101,,,,,,,,,,,,,,,,,,,,,,,,,,"Sutter County, California",90731,"Sutter County, California",0
237,G0601030,2005-2009,,,California,6,Tehama County,103,,,,,,,,,,,,,,,,,,,,,,,,,,"Tehama County, California",60601,"Tehama County, California",0
238,G0601050,2005-2009,,,California,6,Trinity County,105,,,,,,,,,,,,,,,,,,,,,,,,,,"Trinity County, California",13922,"Trinity County, California",0
239,G0601070,2005-2009,,,California,6,Tulare County,107,,,,,,,,,,,,,,,,,,,,,,,,,,"Tulare County, California",416299,"Tulare County, California",0
240,G0601090,2005-2009,,,California,6,Tuolumne County,109,,,,,,,,,,,,,,,,,,,,,,,,,,"Tuolumne County, California",55761,"Tuolumne County, California",0
241,G0601110,2005-2009,,,California,6,Ventura County,111,,,,,,,,,,,,,,,,,,,,,,,,,,"Ventura County, California",792313,"Ventura County, California",0
242,G0601130,2005-2009,,,California,6,Yolo County,113,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",192974,"Yolo County, California",0
243,G0601150,2005-2009,,,California,6,Yuba County,115,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",70906,"Yuba County, California",0
244,G0800010,2005-2009,,,Colorado,8,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Colorado",419439,"Adams County, Colorado",0
245,G0800030,2005-2009,,,Colorado,8,Alamosa County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Alamosa County, Colorado",15353,"Alamosa County, Colorado",0
246,G0800050,2005-2009,,,Colorado,8,Arapahoe County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Arapahoe County, Colorado",544157,"Arapahoe County, Colorado",0
247,G0800070,2005-2009,,,Colorado,8,Archuleta County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Archuleta County, Colorado",12225,"Archuleta County, Colorado",0
248,G0800090,2005-2009,,,Colorado,8,Baca County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"Baca County, Colorado",3847,"Baca County, Colorado",0
249,G0800110,2005-2009,,,Colorado,8,Bent County,11,,,,,,,,,,,,,,,,,,,,,,,,,,"Bent County, Colorado",6128,"Bent County, Colorado",0
250,G0800130,2005-2009,,,Colorado,8,Boulder County,13,,,,,,,,,,,,,,,,,,,,,,,,,,"Boulder County, Colorado",295524,"Boulder County, Colorado",0
251,G0800140,2005-2009,,,Colorado,8,Broomfield County,14,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",52882,"Broomfield County, Colorado",0
252,G0800150,2005-2009,,,Colorado,8,Chaffee County,15,,,,,,,,,,,,,,,,,,,,,,,,,,"Chaffee County, Colorado",16870,"Chaffee County, Colorado",0
253,G0800170,2005-2009,,,Colorado,8,Cheyenne County,17,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Colorado",1622,"Cheyenne County, Colorado",292
254,G0800190,2005-2009,,,Colorado,8,Clear Creek County,19,,,,,,,,,,,,,,,,,,,,,,,,,,"Clear Creek County, Colorado",8886,"Clear Creek County, Colorado",0
255,G0800210,2005-2009,,,Colorado,8,Conejos County,21,,,,,,,,,,,,,,,,,,,,,,,,,,"Conejos County, Colorado",8021,"Conejos County, Colorado",0
256,G0800230,2005-2009,,,Colorado,8,Costilla County,23,,,,,,,,,,,,,,,,,,,,,,,,,,"Costilla County, Colorado",3282,"Costilla County, Colorado",0
257,G0800250,2005-2009,,,Colorado,8,Crowley County,25,,,,,,,,,,,,,,,,,,,,,,,,,,"Crowley County, Colorado",6311,"Crowley County, Colorado",0
258,G0800270,2005-2009,,,Colorado,8,Custer County,27,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Colorado",3598,"Custer County, Colorado",193
259,G0800290,2005-2009,,,Colorado,8,Delta County,29,,,,,,,,,,,,,,,,,,,,,,,,,,"Delta County, Colorado",30353,"Delta County, Colorado",0
260,G0800310,2005-2009,,,Colorado,8,Denver County,31,,,,,,,,,,,,,,,,,,,,,,,,,,"Denver County, Colorado",582447,"Denver County, Colorado",0
261,G0800330,2005-2009,,,Colorado,8,Dolores County,33,,,,,,,,,,,,,,,,,,,,,,,,,,"Dolores County, Colorado",1771,"Dolores County, Colorado",195
262,G0800350,2005-2009,,,Colorado,8,Douglas County,35,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",269451,"Douglas County, Colorado",0
263,G0800370,2005-2009,,,Colorado,8,Eagle County,37,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagle County, Colorado",50614,"Eagle County, Colorado",0
264,G0800390,2005-2009,,,Colorado,8,Elbert County,39,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Colorado",22786,"Elbert County, Colorado",0
265,G0800410,2005-2009,,,Colorado,8,El Paso County,41,,,,,,,,,,,,,,,,,,,,,,,,,,"El Paso County, Colorado",586446,"El Paso County, Colorado",0
266,G0800430,2005-2009,,,Colorado,8,Fremont County,43,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont County, Colorado",47393,"Fremont County, Colorado",0
267,G0800450,2005-2009,,,Colorado,8,Garfield County,45,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Colorado",52878,"Garfield County, Colorado",0
268,G0800470,2005-2009,,,Colorado,8,Gilpin County,47,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilpin County, Colorado",5177,"Gilpin County, Colorado",0
269,G0800490,2005-2009,,,Colorado,8,Grand County,49,,,,,,,,,,,,,,,,,,,,,,,,,,"Grand County, Colorado",13550,"Grand County, Colorado",0
270,G0800510,2005-2009,,,Colorado,8,Gunnison County,51,,,,,,,,,,,,,,,,,,,,,,,,,,"Gunnison County, Colorado",14924,"Gunnison County, Colorado",0
271,G0800530,2005-2009,,,Colorado,8,Hinsdale County,53,,,,,,,,,,,,,,,,,,,,,,,,,,"Hinsdale County, Colorado",554,"Hinsdale County, Colorado",192
272,G0800550,2005-2009,,,Colorado,8,Huerfano County,55,,,,,,,,,,,,,,,,,,,,,,,,,,"Huerfano County, Colorado",7713,"Huerfano County, Colorado",0
273,G0800570,2005-2009,,,Colorado,8,Jackson County,57,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Colorado",1305,"Jackson County, Colorado",120
274,G0800590,2005-2009,,,Colorado,8,Jefferson County,59,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Colorado",529025,"Jefferson County, Colorado",0
275,G0800610,2005-2009,,,Colorado,8,Kiowa County,61,,,,,,,,,,,,,,,,,,,,,,,,,,"Kiowa County, Colorado",1644,"Kiowa County, Colorado",193
276,G0800630,2005-2009,,,Colorado,8,Kit Carson County,63,,,,,,,,,,,,,,,,,,,,,,,,,,"Kit Carson County, Colorado",8072,"Kit Carson County, Colorado",0
277,G0800650,2005-2009,,,Colorado,8,Lake County,65,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Colorado",8025,"Lake County, Colorado",292
278,G0800670,2005-2009,,,Colorado,8,La Plata County,67,,,,,,,,,,,,,,,,,,,,,,,,,,"La Plata County, Colorado",49678,"La Plata County, Colorado",0
279,G0800690,2005-2009,,,Colorado,8,Larimer County,69,,,,,,,,,,,,,,,,,,,,,,,,,,"Larimer County, Colorado",286978,"Larimer County, Colorado",0
280,G0800710,2005-2009,,,Colorado,8,Las Animas County,71,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Animas County, Colorado",15814,"Las Animas County, Colorado",0
281,G0800730,2005-2009,,,Colorado,8,Lincoln County,73,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Colorado",5285,"Lincoln County, Colorado",0
282,G0800750,2005-2009,,,Colorado,8,Logan County,75,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Colorado",20828,"Logan County, Colorado",0
283,G0800770,2005-2009,,,Colorado,8,Mesa County,77,,,,,,,,,,,,,,,,,,,,,,,,,,"Mesa County, Colorado",137879,"Mesa County, Colorado",0
284,G0800790,2005-2009,,,Colorado,8,Mineral County,79,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Colorado",1077,"Mineral County, Colorado",150
285,G0800810,2005-2009,,,Colorado,8,Moffat County,81,,,,,,,,,,,,,,,,,,,,,,,,,,"Moffat County, Colorado",13555,"Moffat County, Colorado",0
286,G0800830,2005-2009,,,Colorado,8,Montezuma County,83,,,,,,,,,,,,,,,,,,,,,,,,,,"Montezuma County, Colorado",25000,"Montezuma County, Colorado",0
287,G0800850,2005-2009,,,Colorado,8,Montrose County,85,,,,,,,,,,,,,,,,,,,,,,,,,,"Montrose County, Colorado",39303,"Montrose County, Colorado",0
288,G0800870,2005-2009,,,Colorado,8,Morgan County,87,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Colorado",27630,"Morgan County, Colorado",0
289,G0800890,2005-2009,,,Colorado,8,Otero County,89,,,,,,,,,,,,,,,,,,,,,,,,,,"Otero County, Colorado",18833,"Otero County, Colorado",0
290,G0800910,2005-2009,,,Colorado,8,Ouray County,91,,,,,,,,,,,,,,,,,,,,,,,,,,"Ouray County, Colorado",4519,"Ouray County, Colorado",195
291,G0800930,2005-2009,,,Colorado,8,Park County,93,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Colorado",16788,"Park County, Colorado",0
292,G0800950,2005-2009,,,Colorado,8,Phillips County,95,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Colorado",4479,"Phillips County, Colorado",0
293,G0800970,2005-2009,,,Colorado,8,Pitkin County,97,,,,,,,,,,,,,,,,,,,,,,,,,,"Pitkin County, Colorado",15314,"Pitkin County, Colorado",0
294,G0800990,2005-2009,,,Colorado,8,Prowers County,99,,,,,,,,,,,,,,,,,,,,,,,,,,"Prowers County, Colorado",13206,"Prowers County, Colorado",0
295,G0801010,2005-2009,,,Colorado,8,Pueblo County,101,,,,,,,,,,,,,,,,,,,,,,,,,,"Pueblo County, Colorado",153814,"Pueblo County, Colorado",0
296,G0801030,2005-2009,,,Colorado,8,Rio Blanco County,103,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Blanco County, Colorado",6183,"Rio Blanco County, Colorado",0
297,G0801050,2005-2009,,,Colorado,8,Rio Grande County,105,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Grande County, Colorado",11743,"Rio Grande County, Colorado",0
298,G0801070,2005-2009,,,Colorado,8,Routt County,107,,,,,,,,,,,,,,,,,,,,,,,,,,"Routt County, Colorado",22356,"Routt County, Colorado",0
299,G0801090,2005-2009,,,Colorado,8,Saguache County,109,,,,,,,,,,,,,,,,,,,,,,,,,,"Saguache County, Colorado",6929,"Saguache County, Colorado",0
300,G0801110,2005-2009,,,Colorado,8,San Juan County,111,,,,,,,,,,,,,,,,,,,,,,,,,,"San Juan County, Colorado",686,"San Juan County, Colorado",179
301,G0801130,2005-2009,,,Colorado,8,San Miguel County,113,,,,,,,,,,,,,,,,,,,,,,,,,,"San Miguel County, Colorado",7385,"San Miguel County, Colorado",0
302,G0801150,2005-2009,,,Colorado,8,Sedgwick County,115,,,,,,,,,,,,,,,,,,,,,,,,,,"Sedgwick County, Colorado",2378,"Sedgwick County, Colorado",0
303,G0801170,2005-2009,,,Colorado,8,Summit County,117,,,,,,,,,,,,,,,,,,,,,,,,,,"Summit County, Colorado",26246,"Summit County, Colorado",0
304,G0801190,2005-2009,,,Colorado,8,Teller County,119,,,,,,,,,,,,,,,,,,,,,,,,,,"Teller County, Colorado",21554,"Teller County, Colorado",0
305,G0801210,2005-2009,,,Colorado,8,Washington County,121,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Colorado",4647,"Washington County, Colorado",120
306,G0801230,2005-2009,,,Colorado,8,Weld County,123,,,,,,,,,,,,,,,,,,,,,,,,,,"Weld County, Colorado",241221,"Weld County, Colorado",0
307,G0801250,2005-2009,,,Colorado,8,Yuma County,125,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuma County, Colorado",9630,"Yuma County, Colorado",0
308,G0900010,2005-2009,,,Connecticut,9,Fairfield County,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield County, Connecticut",892843,"Fairfield County, Connecticut",0
309,G0900030,2005-2009,,,Connecticut,9,Hartford County,3,,,,,,,,,,,,,,,,,,,,,,,,,,"Hartford County, Connecticut",874409,"Hartford County, Connecticut",0
310,G0900050,2005-2009,,,Connecticut,9,Litchfield County,5,,,,,,,,,,,,,,,,,,,,,,,,,,"Litchfield County, Connecticut",188411,"Litchfield County, Connecticut",0
311,G0900070,2005-2009,,,Connecticut,9,Middlesex County,7,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",164004,"Middlesex County, Connecticut",0
312,G0900090,2005-2009,,,Connecticut,9,New Haven County,9,,,,,,,,,,,,,,,,,,,,,,,,,,"New Haven County, Connecticut",843532,"New Haven County, Connecticut",0
