,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AHY1E001,NAME_M,AHY1M001
1588,G2902130,2013-2017,,,Missouri,29,Taney County,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taney County, Missouri",54308,"Taney County, Missouri",0
1589,G2902150,2013-2017,,,Missouri,29,Texas County,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texas County, Missouri",25714,"Texas County, Missouri",0
1590,G2902170,2013-2017,,,Missouri,29,Vernon County,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vernon County, Missouri",20665,"Vernon County, Missouri",0
1591,G2902190,2013-2017,,,Missouri,29,Warren County,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Warren County, Missouri",33554,"Warren County, Missouri",0
1592,G2902210,2013-2017,,,Missouri,29,Washington County,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Missouri",24968,"Washington County, Missouri",0
1593,G2902230,2013-2017,,,Missouri,29,Wayne County,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Missouri",13369,"Wayne County, Missouri",0
1594,G2902250,2013-2017,,,Missouri,29,Webster County,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Webster County, Missouri",37558,"Webster County, Missouri",0
1595,G2902270,2013-2017,,,Missouri,29,Worth County,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worth County, Missouri",2053,"Worth County, Missouri",0
1596,G2902290,2013-2017,,,Missouri,29,Wright County,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wright County, Missouri",18304,"Wright County, Missouri",0
1597,G2905100,2013-2017,,,Missouri,29,St. Louis city,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Louis city, Missouri",314867,"St. Louis city, Missouri",0
1598,G3000010,2013-2017,,,Montana,30,Beaverhead County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Beaverhead County, Montana",9360,"Beaverhead County, Montana",0
1599,G3000030,2013-2017,,,Montana,30,Big Horn County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Big Horn County, Montana",13290,"Big Horn County, Montana",0
1600,G3000050,2013-2017,,,Montana,30,Blaine County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Montana",6646,"Blaine County, Montana",0
1601,G3000070,2013-2017,,,Montana,30,Broadwater County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broadwater County, Montana",5755,"Broadwater County, Montana",0
1602,G3000090,2013-2017,,,Montana,30,Carbon County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carbon County, Montana",10466,"Carbon County, Montana",0
1603,G3000110,2013-2017,,,Montana,30,Carter County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carter County, Montana",1320,"Carter County, Montana",124
1604,G3000130,2013-2017,,,Montana,30,Cascade County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cascade County, Montana",81816,"Cascade County, Montana",0
1605,G3000150,2013-2017,,,Montana,30,Chouteau County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chouteau County, Montana",5812,"Chouteau County, Montana",0
1606,G3000170,2013-2017,,,Montana,30,Custer County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Montana",11895,"Custer County, Montana",0
1607,G3000190,2013-2017,,,Montana,30,Daniels County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daniels County, Montana",1788,"Daniels County, Montana",127
1608,G3000210,2013-2017,,,Montana,30,Dawson County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Montana",9324,"Dawson County, Montana",0
1609,G3000230,2013-2017,,,Montana,30,Deer Lodge County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deer Lodge County, Montana",9131,"Deer Lodge County, Montana",0
1610,G3000250,2013-2017,,,Montana,30,Fallon County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fallon County, Montana",2925,"Fallon County, Montana",138
1611,G3000270,2013-2017,,,Montana,30,Fergus County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fergus County, Montana",11327,"Fergus County, Montana",0
1612,G3000290,2013-2017,,,Montana,30,Flathead County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flathead County, Montana",96147,"Flathead County, Montana",0
1613,G3000310,2013-2017,,,Montana,30,Gallatin County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gallatin County, Montana",100733,"Gallatin County, Montana",0
1614,G3000330,2013-2017,,,Montana,30,Garfield County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Montana",1086,"Garfield County, Montana",110
1615,G3000350,2013-2017,,,Montana,30,Glacier County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glacier County, Montana",13677,"Glacier County, Montana",0
1616,G3000370,2013-2017,,,Montana,30,Golden Valley County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Golden Valley County, Montana",747,"Golden Valley County, Montana",101
1617,G3000390,2013-2017,,,Montana,30,Granite County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Granite County, Montana",3206,"Granite County, Montana",0
1618,G3000410,2013-2017,,,Montana,30,Hill County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hill County, Montana",16468,"Hill County, Montana",0
1619,G3000430,2013-2017,,,Montana,30,Jefferson County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Montana",11625,"Jefferson County, Montana",0
1620,G3000450,2013-2017,,,Montana,30,Judith Basin County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Judith Basin County, Montana",1965,"Judith Basin County, Montana",0
1621,G3000470,2013-2017,,,Montana,30,Lake County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake County, Montana",29518,"Lake County, Montana",0
1622,G3000490,2013-2017,,,Montana,30,Lewis and Clark County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lewis and Clark County, Montana",66290,"Lewis and Clark County, Montana",0
1623,G3000510,2013-2017,,,Montana,30,Liberty County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Montana",2245,"Liberty County, Montana",180
1624,G3000530,2013-2017,,,Montana,30,Lincoln County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Montana",19249,"Lincoln County, Montana",0
1625,G3000550,2013-2017,,,Montana,30,McCone County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCone County, Montana",1728,"McCone County, Montana",135
1626,G3000570,2013-2017,,,Montana,30,Madison County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Montana",7902,"Madison County, Montana",0
1627,G3000590,2013-2017,,,Montana,30,Meagher County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meagher County, Montana",2000,"Meagher County, Montana",180
1628,G3000610,2013-2017,,,Montana,30,Mineral County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mineral County, Montana",4194,"Mineral County, Montana",0
1629,G3000630,2013-2017,,,Montana,30,Missoula County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula County, Montana",114231,"Missoula County, Montana",0
1630,G3000650,2013-2017,,,Montana,30,Musselshell County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Musselshell County, Montana",4766,"Musselshell County, Montana",129
1631,G3000670,2013-2017,,,Montana,30,Park County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Park County, Montana",16001,"Park County, Montana",0
1632,G3000690,2013-2017,,,Montana,30,Petroleum County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Petroleum County, Montana",453,"Petroleum County, Montana",57
1633,G3000710,2013-2017,,,Montana,30,Phillips County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phillips County, Montana",4139,"Phillips County, Montana",0
1634,G3000730,2013-2017,,,Montana,30,Pondera County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pondera County, Montana",6081,"Pondera County, Montana",0
1635,G3000750,2013-2017,,,Montana,30,Powder River County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powder River County, Montana",1610,"Powder River County, Montana",124
1636,G3000770,2013-2017,,,Montana,30,Powell County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Powell County, Montana",6852,"Powell County, Montana",0
1637,G3000790,2013-2017,,,Montana,30,Prairie County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Prairie County, Montana",1325,"Prairie County, Montana",137
1638,G3000810,2013-2017,,,Montana,30,Ravalli County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ravalli County, Montana",41387,"Ravalli County, Montana",0
1639,G3000830,2013-2017,,,Montana,30,Richland County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richland County, Montana",11405,"Richland County, Montana",0
1640,G3000850,2013-2017,,,Montana,30,Roosevelt County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roosevelt County, Montana",11218,"Roosevelt County, Montana",0
1641,G3000870,2013-2017,,,Montana,30,Rosebud County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rosebud County, Montana",9292,"Rosebud County, Montana",0
1642,G3000890,2013-2017,,,Montana,30,Sanders County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sanders County, Montana",11414,"Sanders County, Montana",0
1643,G3000910,2013-2017,,,Montana,30,Sheridan County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Montana",3568,"Sheridan County, Montana",127
1644,G3000930,2013-2017,,,Montana,30,Silver Bow County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Bow County, Montana",34514,"Silver Bow County, Montana",0
1645,G3000950,2013-2017,,,Montana,30,Stillwater County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stillwater County, Montana",9342,"Stillwater County, Montana",0
1646,G3000970,2013-2017,,,Montana,30,Sweet Grass County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sweet Grass County, Montana",3646,"Sweet Grass County, Montana",0
1647,G3000990,2013-2017,,,Montana,30,Teton County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Teton County, Montana",6040,"Teton County, Montana",0
1648,G3001010,2013-2017,,,Montana,30,Toole County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toole County, Montana",5031,"Toole County, Montana",0
1649,G3001030,2013-2017,,,Montana,30,Treasure County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treasure County, Montana",790,"Treasure County, Montana",96
1650,G3001050,2013-2017,,,Montana,30,Valley County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Montana",7561,"Valley County, Montana",0
1651,G3001070,2013-2017,,,Montana,30,Wheatland County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wheatland County, Montana",2108,"Wheatland County, Montana",0
1652,G3001090,2013-2017,,,Montana,30,Wibaux County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wibaux County, Montana",1121,"Wibaux County, Montana",110
1653,G3001110,2013-2017,,,Montana,30,Yellowstone County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone County, Montana",156332,"Yellowstone County, Montana",0
1654,G3100010,2013-2017,,,Nebraska,31,Adams County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adams County, Nebraska",31564,"Adams County, Nebraska",0
1655,G3100030,2013-2017,,,Nebraska,31,Antelope County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Antelope County, Nebraska",6406,"Antelope County, Nebraska",0
1656,G3100050,2013-2017,,,Nebraska,31,Arthur County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arthur County, Nebraska",421,"Arthur County, Nebraska",53
1657,G3100070,2013-2017,,,Nebraska,31,Banner County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banner County, Nebraska",728,"Banner County, Nebraska",81
1658,G3100090,2013-2017,,,Nebraska,31,Blaine County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine County, Nebraska",502,"Blaine County, Nebraska",48
1659,G3100110,2013-2017,,,Nebraska,31,Boone County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boone County, Nebraska",5357,"Boone County, Nebraska",0
1660,G3100130,2013-2017,,,Nebraska,31,Box Butte County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Box Butte County, Nebraska",11200,"Box Butte County, Nebraska",0
1661,G3100150,2013-2017,,,Nebraska,31,Boyd County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Boyd County, Nebraska",2049,"Boyd County, Nebraska",86
1662,G3100170,2013-2017,,,Nebraska,31,Brown County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brown County, Nebraska",3058,"Brown County, Nebraska",96
1663,G3100190,2013-2017,,,Nebraska,31,Buffalo County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Buffalo County, Nebraska",48834,"Buffalo County, Nebraska",0
1664,G3100210,2013-2017,,,Nebraska,31,Burt County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burt County, Nebraska",6546,"Burt County, Nebraska",0
1665,G3100230,2013-2017,,,Nebraska,31,Butler County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Nebraska",8105,"Butler County, Nebraska",0
1666,G3100250,2013-2017,,,Nebraska,31,Cass County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cass County, Nebraska",25513,"Cass County, Nebraska",0
1667,G3100270,2013-2017,,,Nebraska,31,Cedar County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cedar County, Nebraska",8561,"Cedar County, Nebraska",0
1668,G3100290,2013-2017,,,Nebraska,31,Chase County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chase County, Nebraska",3803,"Chase County, Nebraska",198
1669,G3100310,2013-2017,,,Nebraska,31,Cherry County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherry County, Nebraska",5792,"Cherry County, Nebraska",0
1670,G3100330,2013-2017,,,Nebraska,31,Cheyenne County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cheyenne County, Nebraska",10012,"Cheyenne County, Nebraska",0
1671,G3100350,2013-2017,,,Nebraska,31,Clay County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Nebraska",6264,"Clay County, Nebraska",0
1672,G3100370,2013-2017,,,Nebraska,31,Colfax County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colfax County, Nebraska",10616,"Colfax County, Nebraska",0
1673,G3100390,2013-2017,,,Nebraska,31,Cuming County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cuming County, Nebraska",9039,"Cuming County, Nebraska",0
1674,G3100410,2013-2017,,,Nebraska,31,Custer County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Custer County, Nebraska",10836,"Custer County, Nebraska",0
1675,G3100430,2013-2017,,,Nebraska,31,Dakota County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dakota County, Nebraska",20529,"Dakota County, Nebraska",0
1676,G3100450,2013-2017,,,Nebraska,31,Dawes County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawes County, Nebraska",8972,"Dawes County, Nebraska",0
1677,G3100470,2013-2017,,,Nebraska,31,Dawson County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Nebraska",23925,"Dawson County, Nebraska",0
1678,G3100490,2013-2017,,,Nebraska,31,Deuel County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Deuel County, Nebraska",1901,"Deuel County, Nebraska",85
1679,G3100510,2013-2017,,,Nebraska,31,Dixon County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dixon County, Nebraska",5765,"Dixon County, Nebraska",0
1680,G3100530,2013-2017,,,Nebraska,31,Dodge County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Nebraska",36576,"Dodge County, Nebraska",0
1681,G3100550,2013-2017,,,Nebraska,31,Douglas County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Nebraska",549706,"Douglas County, Nebraska",0
1682,G3100570,2013-2017,,,Nebraska,31,Dundy County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dundy County, Nebraska",2017,"Dundy County, Nebraska",198
1683,G3100590,2013-2017,,,Nebraska,31,Fillmore County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fillmore County, Nebraska",5603,"Fillmore County, Nebraska",0
1684,G3100610,2013-2017,,,Nebraska,31,Franklin County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Nebraska",3019,"Franklin County, Nebraska",0
1685,G3100630,2013-2017,,,Nebraska,31,Frontier County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frontier County, Nebraska",2624,"Frontier County, Nebraska",81
1686,G3100650,2013-2017,,,Nebraska,31,Furnas County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Furnas County, Nebraska",4814,"Furnas County, Nebraska",0
1687,G3100670,2013-2017,,,Nebraska,31,Gage County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gage County, Nebraska",21632,"Gage County, Nebraska",0
1688,G3100690,2013-2017,,,Nebraska,31,Garden County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden County, Nebraska",1913,"Garden County, Nebraska",0
1689,G3100710,2013-2017,,,Nebraska,31,Garfield County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garfield County, Nebraska",1958,"Garfield County, Nebraska",70
1690,G3100730,2013-2017,,,Nebraska,31,Gosper County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gosper County, Nebraska",2019,"Gosper County, Nebraska",0
1691,G3100750,2013-2017,,,Nebraska,31,Grant County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Nebraska",682,"Grant County, Nebraska",71
1692,G3100770,2013-2017,,,Nebraska,31,Greeley County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greeley County, Nebraska",2436,"Greeley County, Nebraska",0
1693,G3100790,2013-2017,,,Nebraska,31,Hall County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Nebraska",61233,"Hall County, Nebraska",0
1694,G3100810,2013-2017,,,Nebraska,31,Hamilton County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hamilton County, Nebraska",9149,"Hamilton County, Nebraska",0
1695,G3100830,2013-2017,,,Nebraska,31,Harlan County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harlan County, Nebraska",3469,"Harlan County, Nebraska",0
1696,G3100850,2013-2017,,,Nebraska,31,Hayes County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayes County, Nebraska",957,"Hayes County, Nebraska",81
1697,G3100870,2013-2017,,,Nebraska,31,Hitchcock County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hitchcock County, Nebraska",2860,"Hitchcock County, Nebraska",0
1698,G3100890,2013-2017,,,Nebraska,31,Holt County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Holt County, Nebraska",10293,"Holt County, Nebraska",0
1699,G3100910,2013-2017,,,Nebraska,31,Hooker County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hooker County, Nebraska",684,"Hooker County, Nebraska",81
1700,G3100930,2013-2017,,,Nebraska,31,Howard County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Howard County, Nebraska",6385,"Howard County, Nebraska",0
1701,G3100950,2013-2017,,,Nebraska,31,Jefferson County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Nebraska",7276,"Jefferson County, Nebraska",0
1702,G3100970,2013-2017,,,Nebraska,31,Johnson County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Nebraska",5200,"Johnson County, Nebraska",0
1703,G3100990,2013-2017,,,Nebraska,31,Kearney County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kearney County, Nebraska",6547,"Kearney County, Nebraska",0
1704,G3101010,2013-2017,,,Nebraska,31,Keith County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keith County, Nebraska",8129,"Keith County, Nebraska",0
1705,G3101030,2013-2017,,,Nebraska,31,Keya Paha County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Keya Paha County, Nebraska",720,"Keya Paha County, Nebraska",96
1706,G3101050,2013-2017,,,Nebraska,31,Kimball County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kimball County, Nebraska",3688,"Kimball County, Nebraska",0
1707,G3101070,2013-2017,,,Nebraska,31,Knox County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Knox County, Nebraska",8496,"Knox County, Nebraska",0
1708,G3101090,2013-2017,,,Nebraska,31,Lancaster County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster County, Nebraska",306357,"Lancaster County, Nebraska",0
1709,G3101110,2013-2017,,,Nebraska,31,Lincoln County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Nebraska",35569,"Lincoln County, Nebraska",0
1710,G3101130,2013-2017,,,Nebraska,31,Logan County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Logan County, Nebraska",919,"Logan County, Nebraska",84
1711,G3101150,2013-2017,,,Nebraska,31,Loup County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Loup County, Nebraska",537,"Loup County, Nebraska",56
1712,G3101170,2013-2017,,,Nebraska,31,McPherson County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McPherson County, Nebraska",432,"McPherson County, Nebraska",86
1713,G3101190,2013-2017,,,Nebraska,31,Madison County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Nebraska",35062,"Madison County, Nebraska",0
1714,G3101210,2013-2017,,,Nebraska,31,Merrick County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merrick County, Nebraska",7829,"Merrick County, Nebraska",0
1715,G3101230,2013-2017,,,Nebraska,31,Morrill County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morrill County, Nebraska",4903,"Morrill County, Nebraska",0
1716,G3101250,2013-2017,,,Nebraska,31,Nance County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nance County, Nebraska",3569,"Nance County, Nebraska",0
1717,G3101270,2013-2017,,,Nebraska,31,Nemaha County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nemaha County, Nebraska",7041,"Nemaha County, Nebraska",0
1718,G3101290,2013-2017,,,Nebraska,31,Nuckolls County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nuckolls County, Nebraska",4318,"Nuckolls County, Nebraska",0
1719,G3101310,2013-2017,,,Nebraska,31,Otoe County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Otoe County, Nebraska",15875,"Otoe County, Nebraska",0
1720,G3101330,2013-2017,,,Nebraska,31,Pawnee County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pawnee County, Nebraska",2704,"Pawnee County, Nebraska",0
1721,G3101350,2013-2017,,,Nebraska,31,Perkins County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perkins County, Nebraska",2904,"Perkins County, Nebraska",0
1722,G3101370,2013-2017,,,Nebraska,31,Phelps County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Phelps County, Nebraska",9163,"Phelps County, Nebraska",0
1723,G3101390,2013-2017,,,Nebraska,31,Pierce County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Nebraska",7175,"Pierce County, Nebraska",0
1724,G3101410,2013-2017,,,Nebraska,31,Platte County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Platte County, Nebraska",32875,"Platte County, Nebraska",0
1725,G3101430,2013-2017,,,Nebraska,31,Polk County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Nebraska",5244,"Polk County, Nebraska",0
1726,G3101450,2013-2017,,,Nebraska,31,Red Willow County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Red Willow County, Nebraska",10870,"Red Willow County, Nebraska",0
1727,G3101470,2013-2017,,,Nebraska,31,Richardson County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richardson County, Nebraska",8045,"Richardson County, Nebraska",0
1728,G3101490,2013-2017,,,Nebraska,31,Rock County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rock County, Nebraska",1381,"Rock County, Nebraska",86
1729,G3101510,2013-2017,,,Nebraska,31,Saline County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saline County, Nebraska",14325,"Saline County, Nebraska",0
1730,G3101530,2013-2017,,,Nebraska,31,Sarpy County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarpy County, Nebraska",175188,"Sarpy County, Nebraska",0
1731,G3101550,2013-2017,,,Nebraska,31,Saunders County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Saunders County, Nebraska",20953,"Saunders County, Nebraska",0
1732,G3101570,2013-2017,,,Nebraska,31,Scotts Bluff County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Scotts Bluff County, Nebraska",36509,"Scotts Bluff County, Nebraska",0
1733,G3101590,2013-2017,,,Nebraska,31,Seward County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seward County, Nebraska",17045,"Seward County, Nebraska",0
1734,G3101610,2013-2017,,,Nebraska,31,Sheridan County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sheridan County, Nebraska",5241,"Sheridan County, Nebraska",0
1735,G3101630,2013-2017,,,Nebraska,31,Sherman County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sherman County, Nebraska",3048,"Sherman County, Nebraska",0
1736,G3101650,2013-2017,,,Nebraska,31,Sioux County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sioux County, Nebraska",1256,"Sioux County, Nebraska",81
1737,G3101670,2013-2017,,,Nebraska,31,Stanton County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stanton County, Nebraska",6020,"Stanton County, Nebraska",0
1738,G3101690,2013-2017,,,Nebraska,31,Thayer County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thayer County, Nebraska",5133,"Thayer County, Nebraska",0
1739,G3101710,2013-2017,,,Nebraska,31,Thomas County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Nebraska",643,"Thomas County, Nebraska",81
1740,G3101730,2013-2017,,,Nebraska,31,Thurston County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thurston County, Nebraska",7055,"Thurston County, Nebraska",0
1741,G3101750,2013-2017,,,Nebraska,31,Valley County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Valley County, Nebraska",4252,"Valley County, Nebraska",56
