,GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AHY1E001,NAME_M,AHY1M001
375,G1201110,2013-2017,,,Florida,12,St. Lucie County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Lucie County, Florida",298763,"St. Lucie County, Florida",0
376,G1201130,2013-2017,,,Florida,12,Santa Rosa County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Rosa County, Florida",166778,"Santa Rosa County, Florida",0
377,G1201150,2013-2017,,,Florida,12,Sarasota County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sarasota County, Florida",404839,"Sarasota County, Florida",0
378,G1201170,2013-2017,,,Florida,12,Seminole County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seminole County, Florida",449260,"Seminole County, Florida",0
379,G1201190,2013-2017,,,Florida,12,Sumter County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Florida",116754,"Sumter County, Florida",0
380,G1201210,2013-2017,,,Florida,12,Suwannee County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Suwannee County, Florida",43814,"Suwannee County, Florida",0
381,G1201230,2013-2017,,,Florida,12,Taylor County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Florida",22350,"Taylor County, Florida",0
382,G1201250,2013-2017,,,Florida,12,Union County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Florida",15300,"Union County, Florida",0
383,G1201270,2013-2017,,,Florida,12,Volusia County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Volusia County, Florida",518660,"Volusia County, Florida",0
384,G1201290,2013-2017,,,Florida,12,Wakulla County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wakulla County, Florida",31586,"Wakulla County, Florida",0
385,G1201310,2013-2017,,,Florida,12,Walton County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walton County, Florida",63457,"Walton County, Florida",0
386,G1201330,2013-2017,,,Florida,12,Washington County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington County, Florida",24472,"Washington County, Florida",0
387,G1300010,2013-2017,,,Georgia,13,Appling County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Appling County, Georgia",18471,"Appling County, Georgia",0
388,G1300030,2013-2017,,,Georgia,13,Atkinson County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Atkinson County, Georgia",8313,"Atkinson County, Georgia",0
389,G1300050,2013-2017,,,Georgia,13,Bacon County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bacon County, Georgia",11279,"Bacon County, Georgia",0
390,G1300070,2013-2017,,,Georgia,13,Baker County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baker County, Georgia",3251,"Baker County, Georgia",0
391,G1300090,2013-2017,,,Georgia,13,Baldwin County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baldwin County, Georgia",45527,"Baldwin County, Georgia",0
392,G1300110,2013-2017,,,Georgia,13,Banks County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Banks County, Georgia",18363,"Banks County, Georgia",0
393,G1300130,2013-2017,,,Georgia,13,Barrow County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Barrow County, Georgia",75099,"Barrow County, Georgia",0
394,G1300150,2013-2017,,,Georgia,13,Bartow County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bartow County, Georgia",102623,"Bartow County, Georgia",0
395,G1300170,2013-2017,,,Georgia,13,Ben Hill County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ben Hill County, Georgia",17272,"Ben Hill County, Georgia",0
396,G1300190,2013-2017,,,Georgia,13,Berrien County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Berrien County, Georgia",19014,"Berrien County, Georgia",0
397,G1300210,2013-2017,,,Georgia,13,Bibb County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bibb County, Georgia",153923,"Bibb County, Georgia",0
398,G1300230,2013-2017,,,Georgia,13,Bleckley County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bleckley County, Georgia",12779,"Bleckley County, Georgia",0
399,G1300250,2013-2017,,,Georgia,13,Brantley County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brantley County, Georgia",18411,"Brantley County, Georgia",0
400,G1300270,2013-2017,,,Georgia,13,Brooks County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooks County, Georgia",15629,"Brooks County, Georgia",0
401,G1300290,2013-2017,,,Georgia,13,Bryan County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bryan County, Georgia",34883,"Bryan County, Georgia",0
402,G1300310,2013-2017,,,Georgia,13,Bulloch County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bulloch County, Georgia",73742,"Bulloch County, Georgia",0
403,G1300330,2013-2017,,,Georgia,13,Burke County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Burke County, Georgia",22645,"Burke County, Georgia",0
404,G1300350,2013-2017,,,Georgia,13,Butts County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butts County, Georgia",23556,"Butts County, Georgia",0
405,G1300370,2013-2017,,,Georgia,13,Calhoun County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Calhoun County, Georgia",6503,"Calhoun County, Georgia",0
406,G1300390,2013-2017,,,Georgia,13,Camden County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden County, Georgia",52252,"Camden County, Georgia",0
407,G1300430,2013-2017,,,Georgia,13,Candler County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Candler County, Georgia",10894,"Candler County, Georgia",0
408,G1300450,2013-2017,,,Georgia,13,Carroll County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carroll County, Georgia",114898,"Carroll County, Georgia",0
409,G1300470,2013-2017,,,Georgia,13,Catoosa County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Catoosa County, Georgia",65870,"Catoosa County, Georgia",0
410,G1300490,2013-2017,,,Georgia,13,Charlton County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Charlton County, Georgia",12963,"Charlton County, Georgia",0
411,G1300510,2013-2017,,,Georgia,13,Chatham County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chatham County, Georgia",285506,"Chatham County, Georgia",0
412,G1300530,2013-2017,,,Georgia,13,Chattahoochee County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chattahoochee County, Georgia",11096,"Chattahoochee County, Georgia",0
413,G1300550,2013-2017,,,Georgia,13,Chattooga County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chattooga County, Georgia",24880,"Chattooga County, Georgia",0
414,G1300570,2013-2017,,,Georgia,13,Cherokee County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cherokee County, Georgia",235896,"Cherokee County, Georgia",0
415,G1300590,2013-2017,,,Georgia,13,Clarke County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clarke County, Georgia",123554,"Clarke County, Georgia",0
416,G1300610,2013-2017,,,Georgia,13,Clay County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Georgia",3024,"Clay County, Georgia",0
417,G1300630,2013-2017,,,Georgia,13,Clayton County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clayton County, Georgia",274150,"Clayton County, Georgia",0
418,G1300650,2013-2017,,,Georgia,13,Clinch County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clinch County, Georgia",6788,"Clinch County, Georgia",0
419,G1300670,2013-2017,,,Georgia,13,Cobb County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cobb County, Georgia",739072,"Cobb County, Georgia",0
420,G1300690,2013-2017,,,Georgia,13,Coffee County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coffee County, Georgia",43048,"Coffee County, Georgia",0
421,G1300710,2013-2017,,,Georgia,13,Colquitt County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Colquitt County, Georgia",45890,"Colquitt County, Georgia",0
422,G1300730,2013-2017,,,Georgia,13,Columbia County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Georgia",143723,"Columbia County, Georgia",0
423,G1300750,2013-2017,,,Georgia,13,Cook County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cook County, Georgia",17190,"Cook County, Georgia",0
424,G1300770,2013-2017,,,Georgia,13,Coweta County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Coweta County, Georgia",138015,"Coweta County, Georgia",0
425,G1300790,2013-2017,,,Georgia,13,Crawford County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crawford County, Georgia",12385,"Crawford County, Georgia",0
426,G1300810,2013-2017,,,Georgia,13,Crisp County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crisp County, Georgia",23005,"Crisp County, Georgia",0
427,G1300830,2013-2017,,,Georgia,13,Dade County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dade County, Georgia",16282,"Dade County, Georgia",0
428,G1300850,2013-2017,,,Georgia,13,Dawson County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dawson County, Georgia",23397,"Dawson County, Georgia",0
429,G1300870,2013-2017,,,Georgia,13,Decatur County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Decatur County, Georgia",27023,"Decatur County, Georgia",0
430,G1300890,2013-2017,,,Georgia,13,DeKalb County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"DeKalb County, Georgia",736066,"DeKalb County, Georgia",0
431,G1300910,2013-2017,,,Georgia,13,Dodge County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dodge County, Georgia",21063,"Dodge County, Georgia",0
432,G1300930,2013-2017,,,Georgia,13,Dooly County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dooly County, Georgia",14053,"Dooly County, Georgia",0
433,G1300950,2013-2017,,,Georgia,13,Dougherty County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dougherty County, Georgia",91522,"Dougherty County, Georgia",0
434,G1300970,2013-2017,,,Georgia,13,Douglas County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Georgia",140152,"Douglas County, Georgia",0
435,G1300990,2013-2017,,,Georgia,13,Early County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Early County, Georgia",10405,"Early County, Georgia",0
436,G1301010,2013-2017,,,Georgia,13,Echols County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Echols County, Georgia",4011,"Echols County, Georgia",0
437,G1301030,2013-2017,,,Georgia,13,Effingham County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Effingham County, Georgia",57087,"Effingham County, Georgia",0
438,G1301050,2013-2017,,,Georgia,13,Elbert County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elbert County, Georgia",19288,"Elbert County, Georgia",0
439,G1301070,2013-2017,,,Georgia,13,Emanuel County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Emanuel County, Georgia",22502,"Emanuel County, Georgia",0
440,G1301090,2013-2017,,,Georgia,13,Evans County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Evans County, Georgia",10757,"Evans County, Georgia",0
441,G1301110,2013-2017,,,Georgia,13,Fannin County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fannin County, Georgia",24480,"Fannin County, Georgia",0
442,G1301130,2013-2017,,,Georgia,13,Fayette County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fayette County, Georgia",110306,"Fayette County, Georgia",0
443,G1301150,2013-2017,,,Georgia,13,Floyd County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Floyd County, Georgia",96471,"Floyd County, Georgia",0
444,G1301170,2013-2017,,,Georgia,13,Forsyth County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forsyth County, Georgia",211300,"Forsyth County, Georgia",0
445,G1301190,2013-2017,,,Georgia,13,Franklin County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin County, Georgia",22328,"Franklin County, Georgia",0
446,G1301210,2013-2017,,,Georgia,13,Fulton County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fulton County, Georgia",1010420,"Fulton County, Georgia",0
447,G1301230,2013-2017,,,Georgia,13,Gilmer County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gilmer County, Georgia",29614,"Gilmer County, Georgia",0
448,G1301250,2013-2017,,,Georgia,13,Glascock County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glascock County, Georgia",3027,"Glascock County, Georgia",0
449,G1301270,2013-2017,,,Georgia,13,Glynn County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glynn County, Georgia",83467,"Glynn County, Georgia",0
450,G1301290,2013-2017,,,Georgia,13,Gordon County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gordon County, Georgia",56424,"Gordon County, Georgia",0
451,G1301310,2013-2017,,,Georgia,13,Grady County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grady County, Georgia",25048,"Grady County, Georgia",0
452,G1301330,2013-2017,,,Georgia,13,Greene County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greene County, Georgia",16732,"Greene County, Georgia",0
453,G1301350,2013-2017,,,Georgia,13,Gwinnett County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gwinnett County, Georgia",889954,"Gwinnett County, Georgia",0
454,G1301370,2013-2017,,,Georgia,13,Habersham County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Habersham County, Georgia",43878,"Habersham County, Georgia",0
455,G1301390,2013-2017,,,Georgia,13,Hall County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hall County, Georgia",192865,"Hall County, Georgia",0
456,G1301410,2013-2017,,,Georgia,13,Hancock County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Georgia",8667,"Hancock County, Georgia",0
457,G1301430,2013-2017,,,Georgia,13,Haralson County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Haralson County, Georgia",28722,"Haralson County, Georgia",0
458,G1301450,2013-2017,,,Georgia,13,Harris County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Harris County, Georgia",33198,"Harris County, Georgia",0
459,G1301470,2013-2017,,,Georgia,13,Hart County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hart County, Georgia",25535,"Hart County, Georgia",0
460,G1301490,2013-2017,,,Georgia,13,Heard County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Heard County, Georgia",11607,"Heard County, Georgia",0
461,G1301510,2013-2017,,,Georgia,13,Henry County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Henry County, Georgia",217506,"Henry County, Georgia",0
462,G1301530,2013-2017,,,Georgia,13,Houston County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Houston County, Georgia",150341,"Houston County, Georgia",0
463,G1301550,2013-2017,,,Georgia,13,Irwin County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irwin County, Georgia",9278,"Irwin County, Georgia",0
464,G1301570,2013-2017,,,Georgia,13,Jackson County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jackson County, Georgia",63851,"Jackson County, Georgia",0
465,G1301590,2013-2017,,,Georgia,13,Jasper County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jasper County, Georgia",13732,"Jasper County, Georgia",0
466,G1301610,2013-2017,,,Georgia,13,Jeff Davis County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jeff Davis County, Georgia",14999,"Jeff Davis County, Georgia",0
467,G1301630,2013-2017,,,Georgia,13,Jefferson County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jefferson County, Georgia",15954,"Jefferson County, Georgia",0
468,G1301650,2013-2017,,,Georgia,13,Jenkins County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jenkins County, Georgia",8929,"Jenkins County, Georgia",0
469,G1301670,2013-2017,,,Georgia,13,Johnson County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Johnson County, Georgia",9800,"Johnson County, Georgia",0
470,G1301690,2013-2017,,,Georgia,13,Jones County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones County, Georgia",28540,"Jones County, Georgia",0
471,G1301710,2013-2017,,,Georgia,13,Lamar County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lamar County, Georgia",18282,"Lamar County, Georgia",0
472,G1301730,2013-2017,,,Georgia,13,Lanier County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lanier County, Georgia",10388,"Lanier County, Georgia",0
473,G1301750,2013-2017,,,Georgia,13,Laurens County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laurens County, Georgia",47451,"Laurens County, Georgia",0
474,G1301770,2013-2017,,,Georgia,13,Lee County,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee County, Georgia",29216,"Lee County, Georgia",0
475,G1301790,2013-2017,,,Georgia,13,Liberty County,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Liberty County, Georgia",62120,"Liberty County, Georgia",0
476,G1301810,2013-2017,,,Georgia,13,Lincoln County,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lincoln County, Georgia",7768,"Lincoln County, Georgia",0
477,G1301830,2013-2017,,,Georgia,13,Long County,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Long County, Georgia",17857,"Long County, Georgia",0
478,G1301850,2013-2017,,,Georgia,13,Lowndes County,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowndes County, Georgia",113941,"Lowndes County, Georgia",0
479,G1301870,2013-2017,,,Georgia,13,Lumpkin County,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lumpkin County, Georgia",31567,"Lumpkin County, Georgia",0
480,G1301890,2013-2017,,,Georgia,13,McDuffie County,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McDuffie County, Georgia",21488,"McDuffie County, Georgia",0
481,G1301910,2013-2017,,,Georgia,13,McIntosh County,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"McIntosh County, Georgia",14061,"McIntosh County, Georgia",0
482,G1301930,2013-2017,,,Georgia,13,Macon County,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Macon County, Georgia",13675,"Macon County, Georgia",0
483,G1301950,2013-2017,,,Georgia,13,Madison County,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madison County, Georgia",28600,"Madison County, Georgia",0
484,G1301970,2013-2017,,,Georgia,13,Marion County,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Marion County, Georgia",8558,"Marion County, Georgia",0
485,G1301990,2013-2017,,,Georgia,13,Meriwether County,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Meriwether County, Georgia",21152,"Meriwether County, Georgia",0
486,G1302010,2013-2017,,,Georgia,13,Miller County,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Miller County, Georgia",5884,"Miller County, Georgia",0
487,G1302050,2013-2017,,,Georgia,13,Mitchell County,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mitchell County, Georgia",22574,"Mitchell County, Georgia",0
488,G1302070,2013-2017,,,Georgia,13,Monroe County,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Monroe County, Georgia",26795,"Monroe County, Georgia",0
489,G1302090,2013-2017,,,Georgia,13,Montgomery County,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Montgomery County, Georgia",8962,"Montgomery County, Georgia",0
490,G1302110,2013-2017,,,Georgia,13,Morgan County,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Georgia",18013,"Morgan County, Georgia",0
491,G1302130,2013-2017,,,Georgia,13,Murray County,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murray County, Georgia",39444,"Murray County, Georgia",0
492,G1302150,2013-2017,,,Georgia,13,Muscogee County,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Muscogee County, Georgia",198647,"Muscogee County, Georgia",0
493,G1302170,2013-2017,,,Georgia,13,Newton County,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton County, Georgia",105042,"Newton County, Georgia",0
494,G1302190,2013-2017,,,Georgia,13,Oconee County,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oconee County, Georgia",35972,"Oconee County, Georgia",0
495,G1302210,2013-2017,,,Georgia,13,Oglethorpe County,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oglethorpe County, Georgia",14654,"Oglethorpe County, Georgia",0
496,G1302230,2013-2017,,,Georgia,13,Paulding County,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paulding County, Georgia",152399,"Paulding County, Georgia",0
497,G1302250,2013-2017,,,Georgia,13,Peach County,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Peach County, Georgia",27027,"Peach County, Georgia",0
498,G1302270,2013-2017,,,Georgia,13,Pickens County,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pickens County, Georgia",30343,"Pickens County, Georgia",0
499,G1302290,2013-2017,,,Georgia,13,Pierce County,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pierce County, Georgia",19141,"Pierce County, Georgia",0
500,G1302310,2013-2017,,,Georgia,13,Pike County,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Georgia",17919,"Pike County, Georgia",0
501,G1302330,2013-2017,,,Georgia,13,Polk County,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polk County, Georgia",41444,"Polk County, Georgia",0
502,G1302350,2013-2017,,,Georgia,13,Pulaski County,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pulaski County, Georgia",11396,"Pulaski County, Georgia",0
503,G1302370,2013-2017,,,Georgia,13,Putnam County,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Putnam County, Georgia",21430,"Putnam County, Georgia",0
504,G1302390,2013-2017,,,Georgia,13,Quitman County,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quitman County, Georgia",2140,"Quitman County, Georgia",154
505,G1302410,2013-2017,,,Georgia,13,Rabun County,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rabun County, Georgia",16354,"Rabun County, Georgia",0
506,G1302430,2013-2017,,,Georgia,13,Randolph County,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Randolph County, Georgia",7206,"Randolph County, Georgia",0
507,G1302450,2013-2017,,,Georgia,13,Richmond County,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond County, Georgia",201568,"Richmond County, Georgia",0
508,G1302470,2013-2017,,,Georgia,13,Rockdale County,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockdale County, Georgia",88482,"Rockdale County, Georgia",0
509,G1302490,2013-2017,,,Georgia,13,Schley County,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schley County, Georgia",5168,"Schley County, Georgia",0
510,G1302510,2013-2017,,,Georgia,13,Screven County,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Screven County, Georgia",14037,"Screven County, Georgia",0
511,G1302530,2013-2017,,,Georgia,13,Seminole County,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Seminole County, Georgia",8549,"Seminole County, Georgia",0
512,G1302550,2013-2017,,,Georgia,13,Spalding County,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Spalding County, Georgia",64192,"Spalding County, Georgia",0
513,G1302570,2013-2017,,,Georgia,13,Stephens County,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stephens County, Georgia",25625,"Stephens County, Georgia",0
514,G1302590,2013-2017,,,Georgia,13,Stewart County,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stewart County, Georgia",5832,"Stewart County, Georgia",0
515,G1302610,2013-2017,,,Georgia,13,Sumter County,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sumter County, Georgia",30687,"Sumter County, Georgia",0
516,G1302630,2013-2017,,,Georgia,13,Talbot County,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Talbot County, Georgia",6423,"Talbot County, Georgia",0
517,G1302650,2013-2017,,,Georgia,13,Taliaferro County,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taliaferro County, Georgia",1844,"Taliaferro County, Georgia",154
518,G1302670,2013-2017,,,Georgia,13,Tattnall County,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tattnall County, Georgia",25402,"Tattnall County, Georgia",0
519,G1302690,2013-2017,,,Georgia,13,Taylor County,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Taylor County, Georgia",8267,"Taylor County, Georgia",0
520,G1302710,2013-2017,,,Georgia,13,Telfair County,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Telfair County, Georgia",16339,"Telfair County, Georgia",0
521,G1302730,2013-2017,,,Georgia,13,Terrell County,273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Terrell County, Georgia",8978,"Terrell County, Georgia",0
522,G1302750,2013-2017,,,Georgia,13,Thomas County,275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thomas County, Georgia",44909,"Thomas County, Georgia",0
523,G1302770,2013-2017,,,Georgia,13,Tift County,277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tift County, Georgia",40531,"Tift County, Georgia",0
524,G1302790,2013-2017,,,Georgia,13,Toombs County,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toombs County, Georgia",27160,"Toombs County, Georgia",0
525,G1302810,2013-2017,,,Georgia,13,Towns County,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Towns County, Georgia",11173,"Towns County, Georgia",0
526,G1302830,2013-2017,,,Georgia,13,Treutlen County,283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Treutlen County, Georgia",6752,"Treutlen County, Georgia",0
527,G1302850,2013-2017,,,Georgia,13,Troup County,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troup County, Georgia",69433,"Troup County, Georgia",0
528,G1302870,2013-2017,,,Georgia,13,Turner County,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Turner County, Georgia",8036,"Turner County, Georgia",0
529,G1302890,2013-2017,,,Georgia,13,Twiggs County,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Twiggs County, Georgia",8323,"Twiggs County, Georgia",0
530,G1302910,2013-2017,,,Georgia,13,Union County,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union County, Georgia",22262,"Union County, Georgia",0
531,G1302930,2013-2017,,,Georgia,13,Upson County,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Upson County, Georgia",26241,"Upson County, Georgia",0
532,G1302950,2013-2017,,,Georgia,13,Walker County,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Walker County, Georgia",68609,"Walker County, Georgia",0
